svn.id|username|date|lines.edited|description
r79506|ripley|2020-11-26 03:06:36|1|tweak when .Machine has longdouble.*
r79505|kalibera|2020-11-25 10:41:26|3|Speed up match() for mixed-encoding use (PR#17965). With [n] Kurt Hornik.
r79504|luke|2020-11-25 09:41:41|2|Check R_MaxVSize when expanding R_VSize with GC suspended.
r79503|hornik|2020-11-25 08:52:22|1|Fix PR#17940.  Patch by Jim Hester <james.f.hester@gmail.com>.
r79502|hornik|2020-11-25 04:35:04|1|Tweaks.
r79501|hornik|2020-11-25 04:34:45|1|Tweak.
r79500|hornik|2020-11-25 04:29:08|1|Robustify.  Suggested by Jan Gorecki <j.gorecki@wit.edu.pl>.
r79498|ripley|2020-11-25 03:08:05|1|another instance of [] for ()
r79497|maechler|2020-11-25 01:41:04|1|tweak: longdouble also ok if of length 12
r79494|ripley|2020-11-24 21:30:46|1|updates on long doubles
r79492|ripley|2020-11-24 20:23:49|1|updates
r79491|pd|2020-11-24 16:21:03|1|maintainer-mode changes
r79490|maechler|2020-11-24 12:56:10|1|tweak for "no long-double"
r79489|ripley|2020-11-24 09:27:03|1|add comment
r79488|ripley|2020-11-24 08:57:22|1|the zlib interface no longer uses mmap
r79487|maechler|2020-11-24 08:49:55|1|pnorm(x, log.p=TRUE) with slightly extended range
r79486|ripley|2020-11-24 07:30:33|1|tweaks
r79484|hornik|2020-11-24 06:10:49|1|Tweak.
r79483|ripley|2020-11-24 03:50:45|1|add a comment on matherr
r79482|ripley|2020-11-24 03:22:03|1|set JAVA_HOME
r79480|ripley|2020-11-24 01:22:55|1|avoid trouble with -Werror=implicit-function-declaration
r79479|hornik|2020-11-23 22:41:10|2|Try fixing PR#17964 by having data set 'esoph' provide the correct numbers [n] of controls.
r79478|hornik|2020-11-23 22:36:18|1|Fix PR#17981.  Patch by Kevin Ushey <kevinushey@gmail.com>.
r79477|hornik|2020-11-23 22:34:41|1|Fix PR#17973.  Patch by Kevin Ushey <kevinushey@gmail.com>.
r79476|hornik|2020-11-23 22:32:29|1|Fix PR#17986.
r79475|ripley|2020-11-23 21:48:21|1|add some declarations for -Werror=implicit-function-declaration
r79474|luke|2020-11-23 12:45:12|3|get(), exists(), and get0() now signal an error if the first argument [n] has length > 1. Suggested by Antoine Fabri on R-devel.
r79472|hornik|2020-11-23 06:43:33|1|cran.revolutionanalytics.com is no longer ok.
r79471|ripley|2020-11-23 06:12:56|1|typo
r79470|ripley|2020-11-23 05:51:48|1|mention Azul Java
r79466|ripley|2020-11-23 05:07:33|1|avoid check difference seen on macOS with Accelerate
r79465|ripley|2020-11-23 05:06:48|1|macOS often needs -Wno-implicit-function-declaration
r79464|luke|2020-11-22 16:56:18|2|Allow a symbol as the first argument to exists, get, and get0.
r79463|ripley|2020-11-22 07:54:36|1|tweak
r79462|maechler|2020-11-22 06:50:06|1|explain a bit more, following PR#17962
r79461|ripley|2020-11-22 05:15:42|1|more messages when pkg-config is detecting bitmap graphics libs
r79458|ripley|2020-11-22 03:56:52|1|tweaks
r79457|ripley|2020-11-22 02:19:04|1|tweaks
r79455|ripley|2020-11-22 01:55:54|1|updates on macOS
r79454|maechler|2020-11-21 11:48:40|1|tweak c79391: nls(*, trace=.) showing less digits of conv() criterion; use R_DIFF_IGNORE_(BEGIN/END)
r79453|pd|2020-11-21 10:49:56|1|use NA_integer_ in unsplit()
r79452|ripley|2020-11-21 02:44:20|1|skip different output on arm64 macOS
r79450|ripley|2020-11-20 02:25:57|1|macOS updates
r79448|luke|2020-11-18 13:44:40|2|Fix for PR17975 from Gabe Becker.
r79446|luke|2020-11-18 12:42:28|2|Bump REFCNT on tag and prot when creating external pointers.
r79445|hornik|2020-11-18 09:31:02|1|Spelling.
r79444|maechler|2020-11-18 02:43:57|1|sync w/ R-patched port
r79440|hornik|2020-11-18 01:53:51|1|Fix PR#17969.  By Suharto Anggono.
r79439|hornik|2020-11-17 10:56:28|1|Tweak.
r79438|maechler|2020-11-17 09:13:24|1|add .fixupGFortran* to .windows_only_proto_objects; belongs to c79430
r79436|ripley|2020-11-17 08:47:46|1|more on macOS on ARM
r79435|hornik|2020-11-17 02:35:08|1|Have getS3method() insist on character strings for generic and class.
r79434|luke|2020-11-16 11:02:06|2|Allow a symbol as the first argument to exists, get, and get0.
r79433|kalibera|2020-11-16 09:15:11|2|Avoid unnecessary copy and support custom handlers in (related to 79429).
r79430|maechler|2020-11-14 06:10:16|1|fix docu `x`-argument + .gt()/.gtn() for S3 & S4
r79429|kalibera|2020-11-13 11:01:44|2|Remove path segments in help processing.
r79427|ripley|2020-11-13 10:59:51|1|update for macOS Big Sur
r79426|kalibera|2020-11-13 03:28:21|2|Added rules on protecting objects.
r79425|kalibera|2020-11-13 01:13:27|2|R-Admin: update note about floating-point modes on different platforms.
r79423|maechler|2020-11-12 09:33:24|2|more efficient fix for iconvlist()
r79422|maechler|2020-11-12 09:16:33|2|better fix for iconvlist()
r79421|maechler|2020-11-12 09:02:15|1|fix iconvlist() on MUSL, PR#17970
r79419|ripley|2020-11-12 08:42:33|1|update from savannah
r79418|maechler|2020-11-12 08:16:01|2|allow the `user` to be empty in shell setup call; [n] suggested on R-devel by Henrik Bengtsson, Nov.7
r79417|maechler|2020-11-12 08:14:51|1|need doc/NEWS.rds for news() example; put R.1 last
r79416|luke|2020-11-12 07:43:11|2|Fixed incorrect variable name.
r79415|kalibera|2020-11-12 01:11:16|2|Fix warning message (PR#17971, from Lionel Henry).
r79414|luke|2020-11-11 17:02:42|3|:: and ::: are now SPECIALSXP primitives. [n] Adapted from a patch provided by Lionel Henry.
r79413|maechler|2020-11-11 00:35:45|1|textConnection(.., name=*)
r79412|kalibera|2020-11-10 06:17:42|2|Rename _R_INSTALL_LIBSONLY_FORCE_DEPENDS_IMPORTS_ to _R_INSTALL_LIBS_ONLY_FORCE_DEPENDS_IMPORTS_
r79411|murrell|2020-11-09 14:23:11|1|update NEWS for R_GE_version 14
r79410|kalibera|2020-11-09 11:28:23|3|Environment variable to allow installing libraries of a package without [n] imports/depends dependencies.
r79409|murrell|2020-11-08 18:25:31|1|add dev->deviceClip (and bump R_GE_version to 14)
r79408|ripley|2020-11-08 03:06:46|1|bit more on macOS 11, remove outdated references to OS X
r79406|ripley|2020-11-08 02:49:39|1|expand on timeouts
r79403|ripley|2020-11-06 05:43:16|1|clarify this is for non-default argument
r79402|maechler|2020-11-06 01:31:13|1|update wrt `initial()` needing "..." (c79400)
r79401|hornik|2020-11-04 23:08:23|1|Add URL for reference.
r79400|maechler|2020-11-04 03:18:56|1|nls(): pass {trace, control} to getInitial(), notably for selfStart models; tweak trace()
r79399|kalibera|2020-11-03 06:58:14|3|Fix tar tests to work with external tar. Test also internal tar when [n] external is available.
r79398|kalibera|2020-11-03 05:53:09|4|Modify trio to print U+xxxx escapes for wide characters not representable in [n] current encoding. Impacts printing using %ls. (PR#17958)
r79397|maechler|2020-11-03 00:59:10|1|cosmetics (lying around for months)
r79396|maechler|2020-11-02 12:57:18|1|tweaks, update for c79391
r79395|luke|2020-11-02 10:40:59|2|bquote() can now spice expression vectors with attributes (PR17869).
r79394|kalibera|2020-11-02 10:04:24|3|Temporary fix for tests for stricter (possibly too strict) all.equal.POSIXt, [n] so that they pass when TZ is set (code from Sebastian Meyer with my comments).
r79392|hornik|2020-11-01 23:00:05|1|ftp.ussg.iu.edu is back to ok.
r79391|maechler|2020-11-01 07:07:37|1|new `eps` & `central`  parameter to numDeriv(); nls.control(*, nDcentral=); nls(*,trace) tweak
r79390|hornik|2020-10-31 01:11:54|1|Tweak.
r79388|ripley|2020-10-30 23:56:18|2|stress --cppflags is for front-ends (not packages)
r79386|luke|2020-10-29 10:28:58|2|Added missing PROTECT/UNPROTECT in  ALTREP_UNSERIALIZE_CLASS.
r79385|ripley|2020-10-29 06:21:13|1|markup
r79384|ripley|2020-10-29 01:41:08|1|avoid deferred warnings
r79383|maechler|2020-10-29 01:21:31|1|I() now uses the regular `class(.) <-`, notably after c79367
r79382|hornik|2020-10-28 11:31:56|1|Only use --encoding=UTF-8  for checking examples when -Ex.R file is not all ASCII.
r79381|hornik|2020-10-28 11:30:19|1|Updated.
r79380|hornik|2020-10-28 01:08:25|1|Example '-Ex.R' files are always in UTF-8.
r79377|maechler|2020-10-27 08:08:15|1|x <-> y , fixing 20 yr old "thinko"
r79376|kalibera|2020-10-26 11:10:55|2|Show the format in sprintf warning about unused arguments.
r79375|maechler|2020-10-26 04:39:45|1|do_unsetS4(): act before warning()
r79373|ripley|2020-10-26 03:22:21|1|revert check for /bin/bash
r79372|hornik|2020-10-26 01:44:40|1|ftp.ussg.iu.edu is no longer ok.
r79371|hornik|2020-10-26 01:44:01|1|Updated.
r79369|ripley|2020-10-26 01:09:41|2|/usr/bin/env bash is also not portable
r79368|ripley|2020-10-26 00:36:40|1|add POSIX reference
r79367|luke|2020-10-24 12:51:47|2|class<- now duplicates in a non-assignment context if the target has one reference.
r79366|maechler|2020-10-23 03:18:17|1|re-activate nls() improvements from r79352; plus analogue in profiler.nls()
r79365|maechler|2020-10-23 00:35:19|1|fix PR#17956 typo (+ drop trailing space)
r79363|ripley|2020-10-23 00:11:01|1|update
r79361|ripley|2020-10-22 22:43:11|1|update to 2020d
r79360|maechler|2020-10-21 15:17:42|1|revert most nls() improvements from r79352
r79359|maechler|2020-10-21 02:49:34|1|sync from R-patched
r79357|maechler|2020-10-21 02:44:07|1|fix unlist(<pairlist+list>, recursive=FALSE); PR#17950
r79356|ripley|2020-10-20 14:14:27|1|domain = NA in wrong place
r79355|kalibera|2020-10-20 09:30:22|2|Warn on unused arguments by format in sprintf.
r79354|kalibera|2020-10-20 09:29:35|2|Docs update - numeric references in sprintf from POSIX.
r79353|maechler|2020-10-20 09:24:29|1|Summary.data.frame() and Math.data.frame() now do accept logical columns as "numeric-alike"
r79352|maechler|2020-10-20 07:48:59|1|nls() gets `scaleOffset` option to allow "zero-residual" fits; additionally replace all `assign(..) by faster `<<-`
r79351|kalibera|2020-10-20 07:31:02|2|Docs update - 1st element of tzone attribute.
r79350|hornik|2020-10-20 00:02:22|1|Add ftpmirror1.infania.net.
r79348|ripley|2020-10-19 08:43:35|1|update to 2020c
r79347|kalibera|2020-10-19 04:01:37|3|Drop unused .Rbuildignore code from R CMD check (from Sebastian Meyer, [n] related to PR#7379).
r79346|maechler|2020-10-17 12:42:17|1|qnorm(<very large negative>, log.p=TRUE) is no longer very wrong
r79345|kalibera|2020-10-16 02:20:18|2|Amend 79342, delete temporary file which holds R expressions to run.
r79344|hornik|2020-10-16 00:52:38|1|Updated.
r79343|hornik|2020-10-16 00:52:28|1|Spelling.
r79342|kalibera|2020-10-15 06:24:29|3|Use TMPDIR when creating temporary file for expressions given via -e to [n] R/Rscript. Reduce code duplication wrt to isDir (PR#17925).
r79341|kalibera|2020-10-15 03:14:58|3|Avoid string truncation in Win_selectlist/select.list() on Windows [n] (PR#17817).
r79340|kalibera|2020-10-15 01:42:23|2|Minor docs update (identical() reference to isTRUE(), PR#17948).
r79339|kalibera|2020-10-15 00:29:08|2|Revert 79332.
r79338|hornik|2020-10-14 08:13:42|1|Tweak.
r79337|kalibera|2020-10-14 04:16:35|2|Disable runfast on ARM.
r79336|maechler|2020-10-13 01:44:27|1|sync with ports to R-patched
r79333|hornik|2020-10-12 09:22:43|1|Fix PR#17922.  By Vincent Goulet.
r79332|kalibera|2020-10-12 09:07:34|2|Allow treating NA and NaN the same in identical() (experimental).
r79330|hornik|2020-10-12 08:08:45|1|Add mirror.clientvps.com.
r79329|ripley|2020-10-12 01:01:35|1|add TLS arg to curlGetHeaders
r79328|hornik|2020-10-12 00:24:55|1|Updated.
r79326|ripley|2020-10-11 09:58:35|1|missing )src/library/graphics/man/zAxis.Rd
r79325|ripley|2020-10-11 08:18:28|1|ship the more modern zone1970.tab
r79324|kalibera|2020-10-11 01:59:09|2|Ensure same test output in all time zones.
r79317|luke|2020-10-09 08:33:56|2|Add defensive PROTECT/UNPROTECT around ALTREP_COERCE call.
r79316|luke|2020-10-08 15:12:03|2|Copy over attributes when coerce result is produced by ALTREP_COERCE.
r79314|ripley|2020-10-08 13:11:11|1|update for 2020b
r79313|hornik|2020-10-08 10:37:50|1|Add mirror.dogado.de.
r79312|kalibera|2020-10-08 06:03:31|2|Typo.
r79311|pd|2020-10-07 16:20:07|1|maintainer-mode changes
r79309|hornik|2020-10-07 10:37:54|1|Update URLs.
r79308|kalibera|2020-10-07 09:55:29|2|Protect fix, reentrancy fix (PR#17923).
r79307|kalibera|2020-10-07 03:55:46|2|More truncation fixes from Brodie Gaslam.
r79305|maechler|2020-10-07 01:56:33|1|.traceback(<n>) again keeps "srcref"
r79304|pd|2020-10-06 16:20:08|1|maintainer-mode changes
r79302|ripley|2020-10-06 08:09:33|1|corrected update
r79301|kalibera|2020-10-06 04:55:31|2|Typo (PR#17941).
r79300|ripley|2020-10-06 03:03:50|1|revert r79240 now Rdpack had been updates
r79299|maechler|2020-10-06 00:28:45|2|+ \link{Logic}
r79297|maechler|2020-10-05 09:54:54|1|1-letter typo, PR#17939
r79296|maechler|2020-10-05 07:46:58|1|axis() ticks / axisTicks() in log-scale (case 1) are now more symmetric inside the usr range.
r79295|maechler|2020-10-05 06:13:23|1|x[[2^31]] <- v  now works, PR#17330
r79294|kalibera|2020-10-05 02:52:23|2|Quote path name (PR#17937, from Manuel Francisco).
r79293|maechler|2020-10-05 02:09:37|1|fix (~ NA)[-1]; now return formula(NULL) for (~ x)[FALSE]
r79292|luke|2020-10-04 12:42:19|3|Improved error messages for default ALTREP methods contributed by [n] Gabe Becker in PR17846.
r79289|ripley|2020-10-02 01:42:38|1|wchar_t is Unicode on Solaris
r79288|maechler|2020-10-02 01:15:32|1|fix (~ NULL)[1]  etc; PR#17935
r79287|lawrence|2020-10-01 13:38:45|2|as.POSIXct() handles 'tz' correctly when 'x' is a logical with all NAs
r79284|ripley|2020-09-30 23:54:03|1|copy-and-paste error
r79283|hornik|2020-09-30 13:32:48|1|Tweaks for c79220.
r79282|hornik|2020-09-30 13:31:55|1|Improve URLs.
r79281|hornik|2020-09-30 13:31:39|1|Spelling.
r79280|ripley|2020-09-30 07:57:12|1|report time for Rd files check, which can be long
r79279|pd|2020-09-29 15:04:03|1|fixup section header in NEWS
r79275|luke|2020-09-29 09:31:02|2|Enforce documented limit on print.gap; fixes PR17932.
r79273|maechler|2020-09-29 00:55:44|1|cut'n'paste typo in \name{}
r79271|ripley|2020-09-28 21:39:45|1|more details on compression levels
r79269|ripley|2020-09-28 20:50:45|1|add link to details of compression
r79267|ripley|2020-09-27 22:50:13|1|bump BioC version to 3.12
r79265|ripley|2020-09-27 03:27:00|1|update, drop most comments about C++98
r79263|ripley|2020-09-26 07:04:42|1|doc updates
r79262|ripley|2020-09-25 10:21:44|1|pacify more gcc trunk warnings
r79261|ripley|2020-09-25 09:54:18|1|more likely intention
r79260|ripley|2020-09-25 09:52:48|1|pacify gcc trunk warnings
r79259|hornik|2020-09-25 09:39:58|1|Improve URLs and DOIs.
r79257|ripley|2020-09-25 07:36:41|1|Aarch64 seems to give NaN rather than NA more frequently than other platforms
r79255|ripley|2020-09-25 03:00:15|1|allow the timeout option default to be set by an env variable
r79254|ripley|2020-09-25 01:38:07|1|report current timeout if reached
r79253|hornik|2020-09-24 08:01:47|1|Fix for PR#17588 by Lionel Henry.
r79251|luke|2020-09-24 07:07:51|2|Add missing PROTECT to fix PR17926.
r79250|kalibera|2020-09-24 06:21:39|3|Give child process run via pipe on Windows some time to finish gracefully [n] when closing the connection (reported by Brodie Gaslam).
r79248|kalibera|2020-09-23 10:44:06|2|More truncation fixes from Brodie Gaslam.
r79247|hornik|2020-09-23 10:37:58|1|Improve propagating R_LIBS.  By Sebastian Meyer <seb.meyer@fau.de>.
r79246|pd|2020-09-23 10:32:49|1|fixes for PR#17879 ported to 4.0.2 Patched
r79244|kalibera|2020-09-23 09:20:02|2|Fall back to getRUser (R_USER may not be set yet).
r79243|kalibera|2020-09-23 06:18:33|2|Process user .Renviron on Windows (PR#17919).
r79241|pd|2020-09-23 03:06:37|1|rephrase 17879; move 16100 to 4.0.2 patched
r79240|ripley|2020-09-23 03:02:46|1|do not report indirect revdeps of bibtex until Rdpack is updated
r79239|maechler|2020-09-23 01:39:37|2|1 letter typo
r79238|maechler|2020-09-23 01:11:20|1|sync with R 4.0.2 patched
r79234|luke|2020-09-21 11:43:35|2|Fix for PR17838 from Lionel Henry.
r79232|maechler|2020-09-21 07:31:29|1|update
r79230|maechler|2020-09-21 06:44:10|1|+ \link{setTimeLimit}
r79229|maechler|2020-09-21 06:43:25|1|add dt2df() & d2mat() utilities to examples
r79228|hornik|2020-09-20 23:29:03|1|cran.seoul.go.kr is back to ok.
r79227|hornik|2020-09-20 22:57:29|1|Updated.
r79223|maechler|2020-09-17 05:12:22|1|tar() with file; PR#16716 patch from Sebastian
r79222|kalibera|2020-09-17 00:20:35|2|Add missing parens to improve overflow check. From Brodie Gaslam.
r79221|maechler|2020-09-16 15:07:51|1|all.equal.factor() now reports NA differences (again)
r79220|hornik|2020-09-16 09:30:03|1|RdMacros may already be needed at install time.
r79219|hornik|2020-09-16 07:08:15|1|Warn rather than note using pkg::fun with unavailable fun.
r79218|kalibera|2020-09-16 05:52:00|3|Allow to build Windows installer with only 64-bit binaries.  Fix build with [n] only 32-bit binaries.
r79217|kalibera|2020-09-16 05:28:09|3|Remove old comment (overflow is prevented since 35139). Identified by Brodie [n] Gaslam.
r79216|kalibera|2020-09-16 04:28:25|2|More truncation fixes from Brodie Gaslam.
r79215|maechler|2020-09-15 12:06:02|2|fix from _R_CHECK_LENGTH_1_*
r79214|kalibera|2020-09-15 08:48:06|3|Support building of binary packages during parallel installation via [n] install.packages.
r79212|kalibera|2020-09-15 02:08:33|2|NEWS entry for 78676, 78754.
r79211|kalibera|2020-09-15 01:53:48|2|NEWS entry for 79169, 79173.
r79207|kalibera|2020-09-15 01:31:31|2|NEWS entry for 79117.
r79205|kalibera|2020-09-15 01:11:14|2|Port 79055 to R-patched.
r79203|maechler|2020-09-14 08:35:56|1|trivial changes (mostly comments)
r79202|maechler|2020-09-14 08:26:50|1|tweak (ux == 0 would lead to inf.loop below)
r79201|kalibera|2020-09-14 06:09:26|3|Disable SEH in setjmp on Windows as a workaround against recently observed [n] crashes/lockups on Windows 10. Experimental.
r79200|ripley|2020-09-14 06:01:13|1|improvements to how pkg-config is looked for
r79199|ripley|2020-09-14 04:09:40|1|document most of the commands which can be set
r79197|ripley|2020-09-14 03:09:11|1|configure warnings
r79196|ripley|2020-09-14 03:08:16|1|reinforce warning on timeout
r79195|maechler|2020-09-13 07:47:56|1|amend c79180
r79194|hornik|2020-09-13 01:35:46|1|Tweaks.
r79192|ripley|2020-09-12 02:12:21|1|Internet Explorer is old hat
r79190|ripley|2020-09-12 01:51:38|1|clarify not for type="both"
r79189|maechler|2020-09-11 23:48:45|1|more \link{long vectors}
r79188|luke|2020-09-11 10:23:16|2|Use trioremap and %lld on Windows for inspecting large compact sequence limits.
r79186|ripley|2020-09-11 08:56:48|1|warn on filenames like TCIU used
r79185|maechler|2020-09-11 01:03:43|1|isS3stdGeneric(f) now works after trace(f)
r79183|ripley|2020-09-10 19:24:00|1|for safety, add a default
r79182|ripley|2020-09-10 08:41:46|1|report warnings seen in package duckdb
r79181|kalibera|2020-09-10 08:14:06|3|Improvements for 79163 (do not include newline when truncating text, [n] comments, type compatibility). From Brodie Gaslam.
r79180|maechler|2020-09-10 07:26:38|1|quantile(x, pr) border cases: x "ordered" or "Date"; NA in pr
r79178|ripley|2020-09-10 00:31:36|1|reword, typo
r79177|hornik|2020-09-10 00:02:26|1|Fix PR#17335.  Patch by Sebastian Meyer <seb.meyer@fau.de>.
r79176|hornik|2020-09-09 22:55:09|1|Drop cran.mtu.edu.
r79175|ripley|2020-09-09 22:43:57|1|tweak
r79174|hornik|2020-09-09 10:47:34|2|Add 'check.tzone' argument to all.equal.POSIXt(). [n] By Sebastian Meyer <seb.meyer@fau.de>.
r79173|luke|2020-09-09 08:12:17|2|Added casts in compact_intseq_Dataptr.
r79171|ripley|2020-09-09 04:06:29|1|warn more on C++ headers
r79170|kalibera|2020-09-09 02:03:21|2|Restrict test to at least 64-bit builds.
r79169|kalibera|2020-09-09 01:51:54|2|Fix integer overflow.
r79168|hornik|2020-09-09 00:10:50|1|Docs for c79112.
r79166|ripley|2020-09-08 23:08:20|1|enhance messages from install.packages()
r79165|ripley|2020-09-08 11:50:18|1|suppress compiler warnings
r79163|kalibera|2020-09-08 08:21:24|2|More truncation fixes, comments fix. From Brodie Gaslam.
r79161|maechler|2020-09-08 08:03:00|1|provide packBits(*, type="double") [as inverse of numToBits()]
r79160|maechler|2020-09-08 07:19:33|1|capture.output(): replace NSE by looping w/ ...length() and ..elt()
r79159|kalibera|2020-09-08 06:54:10|3|Prevent creation of partial characters in multi-byte string truncation. Fix error handling with [n] vsnprintf. From Brodie Gaslam.
r79158|ripley|2020-09-08 04:00:55|1|first pass at revising messages when packages are not found
r79156|maechler|2020-09-08 03:38:26|1|fix .Internal(inspect(<long sequence>))
r79155|kalibera|2020-09-08 00:49:42|2|Fix 79149 for computed ids.
r79154|murrell|2020-09-07 19:08:53|1|a couple more palettes (approximating palettes from 'scico') for hcl.colors() - patch from Achim Zeileis
r79153|kalibera|2020-09-07 09:04:59|2|Fix 79149 for consistency.
r79152|maechler|2020-09-07 08:45:08|1|fix PR#17913: numToBits(n0) was zapping n0
r79150|ripley|2020-09-07 05:20:36|1|avoid UTF-8 quotes
r79149|kalibera|2020-09-07 04:50:08|3|Ignore invalid expression of ids in reshape to be bug-compatible with [n] previous version (amends 79120).
r79147|ripley|2020-09-07 00:21:42|1|avoid texinfo.tex restriction on nested footnotes
r79145|ripley|2020-09-06 22:40:20|1|expand comment
r79144|hornik|2020-09-06 22:22:26|1|Correction.  By Duncan Murdoch <murdoch.duncan@gmail.com>.
r79142|ripley|2020-09-06 22:07:33|1|notes on why packages might not be found
r79140|ripley|2020-09-06 07:21:29|1|updates
r79139|ripley|2020-09-06 07:20:57|1|new section
r79138|hornik|2020-09-06 05:17:13|1|Add mirror.truenetwork.ru.
r79136|ripley|2020-09-04 12:44:02|1|move towards macOS 11
r79135|ripley|2020-09-04 12:28:36|1|test for presence of Tktable
r79133|ripley|2020-09-04 08:40:54|1|cleaner way to avoid sub-second timestamps
r79131|maechler|2020-09-04 06:52:19|1|...elt() preserving visibility
r79130|maechler|2020-09-04 06:33:02|1|amend c79095: c() does *not* drop an initial NULL for back compatibility
r79128|ripley|2020-09-04 04:11:19|1|avoid sub-second timestamps
r79127|ripley|2020-09-04 04:10:00|1|comments from compiling with the ODS compiler
r79126|lawrence|2020-09-03 10:25:38|2|Updated Russian translations from Alexey Shipunov
r79125|kalibera|2020-09-03 10:12:32|3|Prevent memory corruption when truncating error messages in some non-English [n] languages (reported by Brodie Gaslam).
r79124|kalibera|2020-09-03 06:48:00|2|Comments.
r79123|kalibera|2020-09-03 06:36:54|3|Improve handling of multi-byte characters in truncation of error messages [n] and warnings. From Brodie Gaslam.
r79122|kalibera|2020-09-03 04:21:06|2|Fix argument name in error message (PR#17908).
r79121|kalibera|2020-09-03 03:54:52|2|Prevent out of bounds access.
r79120|kalibera|2020-09-03 03:19:37|3|Improve error message in reshape for duplicate values in idvar (PR#17564), [n] with Sebastian Meyer.
r79119|maechler|2020-09-03 02:05:07|1|as.Date(c("",rest)) now works
r79118|luke|2020-09-02 15:11:57|2|Avoid allocation in R_listCompact.
r79117|kalibera|2020-09-02 07:43:28|2|Clear static variables on non-local returns (PR#17904).
r79115|ripley|2020-09-02 06:40:08|1|macOS tweaks
r79113|ripley|2020-09-01 12:47:10|1|mention customizing via config.site, CFLAGS to avoid
r79112|hornik|2020-09-01 12:39:20|1|Fix PR#17828.  Patch by Sebastian Meyer <seb.meyer@fau.de>.
r79111|hornik|2020-09-01 12:38:57|1|Fix PR#17451.  Patch by Sebastian Meyer <seb.meyer@fau.de>.
r79110|hornik|2020-09-01 12:36:46|1|More changes for c79095.
r79109|hornik|2020-09-01 08:12:27|1|Docs for c79038.
r79108|hornik|2020-09-01 05:36:05|1|Add mirror.lyrahosting.com.
r79107|hornik|2020-09-01 05:25:53|1|Drop ftp.yzu.edu.tw.
r79105|ripley|2020-09-01 05:24:35|1|missing const in declaration
r79104|maechler|2020-09-01 03:28:10|1|Vectorize() now only keeps relevant objects
r79103|maechler|2020-09-01 03:19:23|1|quantile(., <pr w/ NA>, names=FALSE) - PR#17892
r79102|ripley|2020-09-01 00:22:53|1|add timeout arg to curlGetHeaders
r79100|ripley|2020-08-31 22:35:48|1|add some headers for macOS CLT 12
r79097|maechler|2020-08-31 12:07:19|1|quantile(0:1, 1+1e-14) et al
r79096|maechler|2020-08-31 11:56:19|1|from c79094: c.*() methods no longer need to remove NULL
r79095|maechler|2020-08-31 11:54:45|1|c(..) drops NULL arguments in the generic
r79093|ripley|2020-08-31 06:30:21|1|updates for gcc 10 and clang 11
r79092|maechler|2020-08-31 03:21:10|2|re-add  if(....)  line lost in 79080   {needed e.g. for Raspberry Pi 32-bit}
r79090|ripley|2020-08-30 00:05:34|1|updates for external resources
r79089|hornik|2020-08-28 00:10:41|1|Tweaks for c79079.
r79087|ripley|2020-08-27 11:42:17|1|mention macOS svn client
r79086|hornik|2020-08-26 22:50:22|1|Drop cran.dcc.fc.up.pt.
r79084|maechler|2020-08-26 01:40:41|1|mv recent dgamma() & pchisq() checks to new d-p-q-r*.R
r79082|maechler|2020-08-26 01:20:27|1|oops: update comment
r79081|ripley|2020-08-26 01:18:09|1|update for imminent clang 11
r79080|maechler|2020-08-25 12:39:23|2|move last half of d-p-q-r-tests.R to new "regr.test" file d-p-q-r-tst-2.R, [n] and primarily use that from now on
r79079|hornik|2020-08-25 05:39:07|1|Tweaks for c() methods.
r79078|hornik|2020-08-25 05:37:49|1|Tweaks.
r79077|deepayan|2020-08-25 03:51:39|1|suppress creation of HTML redirect files when not processing package help
r79076|ripley|2020-08-25 02:06:46|1|mention fallback if HOME is unset/empty
r79075|deepayan|2020-08-24 23:32:39|1|help system now prefers topic over filename in external package help links
r79074|ripley|2020-08-24 11:13:25|1|add back some indirect dependencies via libR.a
r79072|ripley|2020-08-24 03:24:41|1|more packages without -fopenmp in link
r79071|hornik|2020-08-23 09:43:57|1|Tweaks for c79037.
r79070|ripley|2020-08-23 08:13:51|1|add fallback if HOME is not set
r79068|ripley|2020-08-23 05:01:05|1|tweaks about macOS
r79066|ripley|2020-08-23 04:59:01|1|people forgot the copyright date
r79064|ripley|2020-08-22 23:18:34|1|add support for path.expand("~user") even without readline
r79062|ripley|2020-08-22 06:56:51|1|more on libedit emulation of readline
r79061|ripley|2020-08-21 23:36:17|1|comments re readline and emulation. remove unused function check
r79060|hornik|2020-08-21 23:21:01|1|Tweaks for references.
r79059|deepayan|2020-08-21 22:18:07|1|preliminary support for preferring topic over filename in external package help links (off by default for now)
r79058|hornik|2020-08-21 06:46:48|1|Consolidate pointers to R manuals.
r79057|hornik|2020-08-20 08:16:18|1|Tweaks.
r79056|pd|2020-08-20 05:30:34|1|logLik.nls fix, PR16100
r79055|kalibera|2020-08-20 03:15:24|2|Fix R_allocLD (PR#16534).
r79054|hornik|2020-08-20 00:53:08|1|Fix problems reported by Antoine Fabri <antoine.fabri@gmail.com>.
r79053|hornik|2020-08-20 00:51:40|1|Improvement by Toby Hocking <tdhock5@gmail.com>>
r79052|pd|2020-08-19 23:04:00|1|also allow data=NULL in model.frame
r79051|ripley|2020-08-19 22:55:39|1|grammar and markup
r79050|pd|2020-08-19 10:50:10|1|check data arg better in model.frame()
r79048|ripley|2020-08-19 07:47:18|1|tweaks
